t_s,e_div12_V,e_div3_V,i_ind_fig7_A,i_tot_fig7_A
0.23090,-49.6,-5.9,7138.4,12160.5
0.23095,-49.6,-5.9,7137.6,12160.5
0.23100,-49.6,-5.9,7137.6,12133.7
0.23105,-49.2,-5.9,7137.6,12151.9
0.23110,-47.8,-5.9,7137.6,12151.9
0.23115,-46.4,-5.9,7124.7,12151.9
0.23120,-45.6,-5.9,7158.1,12151.9
0.23125,-45.6,-5.9,7158.1,12151.9
0.23130,-45.6,-5.9,7158.1,12151.9
0.23135,-45.6,-5.9,7158.1,12151.9
0.23140,-45.6,-5.9,7170.1,12151.9
0.23145,-45.6,-5.9,7158.1,12156.0
0.23150,-45.6,-5.9,7144.4,12173.1
0.23155,-45.6,-5.9,7102.2,12173.1
0.23160,-45.6,-5.9,7144.4,12173.1
0.23165,-45.6,-5.9,7144.4,12173.1
0.23170,-45.6,-5.9,7138.8,12173.1
0.23175,-45.6,-5.9,7138.8,12173.1
0.23180,-45.6,-5.9,7138.8,12167.4
0.23185,-45.6,-5.9,7110.0,12159.9
0.23190,-45.6,-5.9,7110.0,12152.4
0.23195,-45.6,-5.9,7138.8,12144.9
0.23200,-45.6,-5.9,7138.8,12137.4
0.23205,-45.6,-5.9,7110.0,12129.9
0.23210,-45.6,-5.9,7082.7,12122.4
0.23215,-45.6,-5.9,7082.7,12114.9
0.23220,-45.6,-5.9,7110.0,12107.4
0.23225,-45.6,-5.9,7110.0,12099.9
0.23230,-45.6,-5.9,7082.7,12092.4
0.23235,-45.6,-5.9,7094.9,12084.9
0.23240,-45.6,-5.9,7094.9,12077.4
0.23245,-45.6,-5.9,7094.9,12070.0
0.23250,-45.6,-5.9,7094.9,12062.5
0.23255,-45.6,-5.9,7139.7,12055.0
0.23260,-45.6,-5.9,7094.9,12047.5
0.23265,-45.6,-5.3,7081.3,12047.5
0.23270,-45.6,-3.9,7051.3,12047.5
0.23275,-45.6,-2.6,7081.3,12047.5
0.23280,-45.6,-2.0,7081.3,12047.5
0.23285,-45.6,-2.0,7081.3,12048.9
0.23290,-45.6,-2.0,7081.3,12048.9
0.23295,-45.6,-2.0,7108.4,12066.0
0.23300,-45.6,-2.0,7082.3,12072.9
0.23305,-45.6,-2.0,7082.3,12072.9
0.23310,-45.6,-2.0,7101.0,12072.9
0.23315,-45.6,-2.0,7101.0,12072.9
0.23320,-45.6,-2.0,7082.3,12072.9
0.23325,-45.6,-2.0,7052.3,12072.9
0.23330,-45.6,-2.0,7052.3,12060.7
0.23335,-45.6,-2.0,7071.4,12060.7
0.23340,-45.6,-2.0,7071.4,12060.7
0.23345,-45.6,-2.0,7052.3,12041.6
0.23350,-45.6,-2.0,7052.3,12041.6
0.23355,-45.6,-2.0,7052.3,12041.6
0.23360,-45.6,-2.0,7031.8,12041.6
0.23365,-45.6,-2.0,7031.8,12041.6
0.23370,-45.6,-2.0,7071.4,12041.6
0.23375,-45.6,-2.0,7031.8,12080.4
0.23380,-45.6,-2.0,7020.9,12080.4
0.23385,-45.6,-2.0,7018.1,12072.9
0.23390,-45.6,-2.0,7018.1,12072.9
0.23395,-45.6,-2.0,7018.1,12072.9
0.23400,-45.6,-2.0,7018.1,12072.9
0.23405,-45.6,-2.0,7018.1,12065.4
0.23410,-45.6,-2.0,7051.5,12057.9
0.23415,-45.6,-2.0,7051.5,12050.4
0.23420,-45.6,-2.0,7051.5,12042.9
0.23425,-45.6,-2.0,7051.5,12035.4
0.23430,-45.6,-2.0,7051.5,12027.9
0.23435,-45.6,-2.0,7037.8,12020.4
0.23440,-45.6,-2.0,7021.9,12012.9
0.23445,-45.6,-2.0,7002.7,12005.4
0.23450,-45.6,-2.0,7021.9,11997.9
0.23455,-45.6,-2.0,7021.9,11990.4
0.23460,-45.6,-2.0,7002.7,11982.9
0.23465,-45.6,-2.0,7002.7,11975.4
0.23470,-45.6,-2.0,7002.7,11967.9
0.23475,-45.6,-2.0,6990.5,11960.4
0.23480,-45.6,-2.0,6990.5,11952.9
0.23485,-45.6,-2.0,7002.7,11945.4
0.23490,-45.6,-2.0,6990.5,11937.9
0.23495,-45.6,-2.0,6968.6,11932.8
0.23500,-45.6,-2.0,6958.2,11932.8
0.23505,-45.6,-2.0,6958.2,11932.8
0.23510,-45.6,-2.0,6958.2,11930.5
0.23515,-45.6,-2.0,6958.2,11923.0
0.23520,-45.6,-2.0,6955.0,11923.0
0.23525,-45.6,-2.0,6988.3,11932.8
0.23530,-45.6,-2.0,6988.3,11943.9
0.23535,-45.6,-2.0,6988.3,11943.9
0.23540,-45.6,-2.0,6988.3,11950.0
0.23545,-45.6,-2.0,6991.5,11979.6
0.23550,-45.6,-2.0,6988.3,11979.6
0.23555,-45.6,-2.0,6974.7,11990.7
0.23560,-45.6,-2.0,6934.0,11990.7
0.23565,-45.6,-2.0,6974.7,11980.8
0.23570,-45.6,-2.0,6974.7,11980.8
0.23575,-45.6,-2.0,6960.1,11979.6
0.23580,-45.6,-2.0,6960.1,11979.6
0.23585,-45.6,-2.0,6960.1,11953.4
0.23590,-45.6,-2.0,6934.0,11953.4
0.23595,-45.6,-2.0,6934.0,11959.4
0.23600,-45.6,-2.0,6960.1,11959.4
0.23605,-45.6,-2.0,6960.1,11959.4
0.23610,-45.6,-2.0,6930.6,11975.3
0.23615,-45.6,-2.0,6905.5,11975.3
0.23620,-45.6,-2.0,6905.5,11992.5
0.23625,-45.6,-2.0,6930.6,11998.8
0.23630,-45.6,-2.0,6930.6,11998.8
0.23635,-45.6,-2.0,6904.0,11998.8
0.23640,-45.6,-2.0,6925.2,11996.6
0.23645,-45.6,-2.0,6925.2,11992.5
0.23650,-45.6,-2.0,6925.2,11992.5
0.23655,-45.6,-2.0,6925.2,11985.6
0.23660,-45.6,-2.0,6961.1,11974.6
0.23665,-45.6,-2.0,6925.2,11963.5
0.23670,-45.6,-2.0,6911.5,11952.5
0.23675,-45.6,-2.0,6872.7,11941.5
0.23680,-45.6,-2.0,6911.5,11930.5
0.23685,-45.6,-2.0,6911.5,11919.5
0.23690,-45.6,-2.0,6911.5,11908.4
0.23695,-45.6,-2.0,6911.5,11897.4
0.23700,-45.6,-2.0,6929.7,11886.4
0.23705,-45.6,-2.0,6902.9,11875.4
0.23710,-45.6,-2.0,6902.9,11864.4
0.23715,-45.6,-2.0,6929.7,11853.4
0.23720,-45.6,-2.0,6929.7,11842.3
0.23725,-45.6,-2.0,6902.9,11831.3
0.23730,-45.6,-2.0,6873.6,11831.3
0.23735,-45.6,-2.0,6873.6,11831.3
0.23740,-45.6,-2.0,6902.9,11823.4
0.23745,-45.6,-2.0,6873.6,11820.3
0.23750,-45.6,-2.0,6873.6,11820.3
0.23755,-45.6,-2.0,6903.2,11823.4
0.23760,-45.6,-2.0,6903.2,11833.9
0.23765,-45.6,-2.0,6903.2,11833.9
0.23770,-45.6,-2.0,6903.2,11845.0
0.23775,-45.6,-2.0,6910.2,11853.3
0.23780,-45.6,-2.0,6910.2,11853.3
0.23785,-45.6,-2.0,6861.8,11853.3
0.23790,-45.6,-2.0,6861.8,11853.3
0.23795,-45.6,-2.0,6861.8,11853.3
0.23800,-45.6,-2.0,6841.0,11853.3
0.23805,-45.6,-2.0,6826.6,11853.3
0.23810,-45.6,-2.0,6841.0,11853.3
0.23815,-45.6,-2.0,6841.0,11801.5
0.23820,-45.6,-2.0,6841.0,11801.5
0.23825,-45.6,-2.0,6841.0,11816.5
0.23830,-45.6,-2.0,6883.7,11901.8
0.23835,-45.6,-2.0,6883.7,11901.8
0.23840,-45.6,-2.0,6857.3,11876.4
0.23845,-45.6,-2.0,6879.2,11876.4
0.23850,-45.6,-2.0,6879.2,11876.4
0.23855,-45.6,-2.0,6857.3,11893.6
0.23860,-45.6,-2.0,6827.5,11895.1
0.23865,-45.6,-2.0,6827.5,11895.1
0.23870,-45.6,-2.0,6850.2,11893.6
0.23875,-45.6,-2.0,6850.2,11887.6
0.23880,-45.6,-2.0,6827.5,11887.6
0.23885,-45.6,-2.0,6827.5,11887.6
0.23890,-45.6,-2.0,6827.5,11880.1
0.23895,-45.6,-2.0,6810.0,11872.6
0.23900,-45.6,-2.0,6810.0,11865.1
0.23905,-45.6,-2.0,6850.2,11857.6
0.23910,-45.6,-2.0,6810.0,11850.1
0.23915,-45.6,-2.0,6796.4,11842.6
0.23920,-45.6,-2.0,6796.2,11835.2
0.23925,-45.6,-2.0,6796.4,11827.7
0.23930,-45.6,-2.0,6796.4,11820.2
0.23935,-45.6,-2.0,6796.4,11812.7
0.23940,-45.6,-2.0,6796.4,11805.2
0.23945,-45.6,-2.0,6829.7,11797.7
0.23950,-45.6,-2.0,6829.7,11790.2
0.23955,-45.6,-2.0,6829.7,11782.7
0.23960,-45.6,-2.0,6829.7,11775.2
0.23965,-45.6,-2.0,6829.7,11767.7
0.23970,-45.6,-2.0,6816.1,11760.2
0.23975,-45.6,-2.0,6797.1,11752.7
0.23980,-45.6,-2.0,6781.5,11752.7
0.23985,-45.6,-2.0,6797.1,11752.7
0.23990,-45.6,-2.0,6797.1,11752.7
0.23995,-45.6,-2.0,6781.5,11752.7
0.24000,-45.6,-2.0,6781.5,11745.2
0.24005,-45.6,-2.0,6781.5,11756.1
0.24010,-45.6,-2.0,6765.8,11756.1
0.24015,-45.6,-2.0,6765.8,11756.1
0.24020,-45.6,-2.0,6781.5,11786.4
0.24025,-45.6,-2.0,6765.8,11756.1
0.24030,-45.6,-2.0,6746.9,11749.3
0.24035,-45.6,-2.0,6733.3,11749.3
0.24040,-45.6,-2.0,6733.3,11738.2
0.24045,-45.6,-2.0,6733.3,11749.3
0.24050,-45.6,-2.0,6733.2,11749.3
0.24055,-45.6,-2.0,6733.2,11749.3
0.24060,-45.6,-2.0,6757.9,11749.3
0.24065,-45.6,-2.0,6757.9,11714.6
0.24070,-45.6,-2.0,6757.9,11749.3
0.24075,-45.6,-2.0,6762.3,11760.4
0.24080,-45.6,-2.0,6766.7,11760.4
0.24085,-45.6,-2.0,6762.3,11793.1
0.24090,-45.6,-2.0,6762.3,11793.1
0.24095,-45.6,-2.0,6762.3,11785.6
0.24100,-45.6,-2.0,6762.3,11785.6
0.24105,-45.6,-2.0,6712.8,11785.6
0.24110,-45.6,-2.0,6712.8,11785.6
0.24115,-45.6,-2.0,6728.4,11778.1
0.24120,-45.6,-2.0,6728.4,11770.6
0.24125,-45.6,-2.0,6719.7,11763.1
0.24130,-45.6,-2.0,6719.7,11755.6
0.24135,-45.6,-2.0,6728.4,11748.1
0.24140,-45.6,-2.0,6728.4,11740.6
0.24145,-45.6,-2.0,6719.7,11733.1
0.24150,-45.6,-2.0,6728.4,11725.6
0.24155,-45.6,-2.0,6719.7,11718.1
0.24160,-45.6,-2.0,6694.9,11710.6
0.24165,-45.6,-2.0,6687.7,11703.1
0.24170,-45.6,-2.0,6687.7,11695.7
0.24175,-45.6,-2.0,6687.7,11688.2
0.24180,-45.6,-2.0,6687.7,11680.7
0.24185,-45.6,-2.0,6681.2,11673.2
0.24190,-45.6,-2.0,6714.5,11665.7
0.24195,-45.6,-2.0,6714.5,11658.2
0.24200,-45.6,-2.0,6714.5,11650.7
0.24205,-45.6,-2.0,6714.5,11650.7
0.24210,-45.6,-2.0,6720.7,11650.7
0.24215,-45.6,-2.0,6714.5,11650.7
0.24220,-45.6,-2.0,6700.9,11643.2
0.24225,-45.6,-2.0,6659.7,11643.2
0.24230,-45.6,-2.0,6700.9,11651.1
0.24235,-45.6,-2.0,6700.9,11653.2
0.24240,-45.6,-2.0,6689.3,11664.7
0.24245,-45.6,-2.0,6689.3,11664.7
0.24250,-45.6,-2.0,6689.3,11670.4
0.24255,-45.6,-2.0,6660.0,11664.7
0.24260,-45.6,-2.0,6660.0,11664.7
0.24265,-45.6,-2.0,6689.3,11664.7
0.24270,-45.6,-2.0,6689.3,11682.9
0.24275,-45.6,-2.0,6660.0,11682.9
0.24280,-45.6,-2.0,6633.2,11682.9
0.24285,-45.6,-2.0,6633.2,11653.8
0.24290,-45.6,-2.0,6660.0,11653.8
0.24295,-45.6,-2.0,6660.0,11622.5
0.24300,-45.6,-2.0,6633.2,11622.5
0.24305,-45.6,-2.0,6651.4,11686.9
0.24310,-45.6,-2.0,6651.4,11710.6
0.24315,-45.6,-2.0,6651.4,11710.6
0.24320,-45.6,-2.0,6651.4,11695.7
0.24325,-45.6,-2.0,6690.3,11687.7
0.24330,-45.6,-2.0,6651.4,11687.7
0.24335,-45.6,-2.0,6637.7,11687.7
0.24340,-45.6,-2.0,6601.9,11687.7
0.24345,-45.6,-2.0,6637.7,11679.7
0.24350,-45.6,-2.0,6605.6,11671.6
0.24355,-45.6,-2.0,6605.6,11663.6
0.24360,-45.6,-2.0,6606.7,11655.6
0.24365,-45.6,-2.0,6606.7,11647.5
0.24370,-45.6,-2.0,6606.7,11639.5
0.24375,-45.6,-2.0,6606.7,11631.5
0.24380,-45.6,-2.0,6643.3,11623.4
0.24385,-45.6,-2.0,6643.3,11615.4
0.24390,-45.6,-2.0,6606.7,11607.4
0.24395,-45.6,-2.0,6606.7,11599.3
0.24400,-45.6,-2.0,6628.9,11591.3
0.24405,-45.6,-2.0,6628.9,11583.3
0.24410,-45.6,-2.0,6602.8,11575.2
0.24415,-45.6,-2.0,6602.8,11567.2
0.24420,-45.6,-2.0,6628.9,11559.2
0.24425,-45.6,-2.0,6628.9,11551.1
0.24430,-45.6,-2.0,6628.9,11543.1
0.24435,-45.6,-2.0,6628.9,11537.2
0.24440,-45.6,-2.0,6638.9,11537.2
0.24445,-45.6,-2.0,6638.9,11537.2
0.24450,-45.6,-2.0,6599.4,11535.1
0.24455,-45.6,-2.0,6644.2,11527.3
0.24460,-45.6,-2.0,6599.4,11527.3
0.24465,-45.6,-2.0,6585.7,11537.2
0.24470,-45.6,-2.0,6555.8,11550.7
0.24475,-45.6,-2.0,6585.7,11550.7
0.24480,-45.6,-2.0,6585.7,11554.3
0.24485,-45.6,-2.0,6585.7,11609.6
0.24490,-45.6,-2.0,6585.7,11609.6
0.24495,-45.6,-2.0,6612.9,11612.9
0.24500,-45.6,-2.0,6586.8,11612.9
0.24505,-45.6,-2.0,6586.8,11609.6
0.24510,-45.6,-2.0,6605.4,11609.6
0.24515,-45.6,-2.0,6605.4,11591.7
0.24520,-45.6,-2.0,6586.8,11591.7
0.24525,-45.6,-2.0,6556.7,11561.7
0.24530,-45.6,-2.0,6556.7,11561.7
0.24535,-45.6,-2.0,6575.9,11580.8
0.24540,-45.6,-2.0,6575.9,11580.8
0.24545,-45.6,-2.0,6556.7,11580.8
0.24550,-45.6,-2.0,6556.7,11592.1
0.24555,-45.6,-2.0,6556.7,11592.1
0.24560,-45.6,-2.0,6536.2,11609.0
0.24565,-45.6,-2.0,6536.2,11609.3
0.24570,-45.6,-2.0,6575.9,11619.0
0.24575,-45.6,-2.0,6536.2,11619.0
0.24580,-45.6,-2.0,6525.4,11611.0
0.24585,-45.6,-2.0,6522.6,11611.0
0.24590,-45.6,-2.0,6522.6,11611.0
0.24595,-45.6,-2.0,6522.6,11611.0
0.24600,-45.6,-2.0,6490.4,11602.9
0.24605,-45.6,-2.0,6522.6,11594.9
0.24610,-45.6,-2.0,6522.6,11586.9
0.24615,-45.6,-2.0,6522.6,11578.8
0.24620,-45.6,-2.0,6522.6,11570.8
0.24625,-45.6,-2.0,6566.8,11562.8
0.24630,-45.6,-2.0,6566.8,11554.7
0.24635,-45.6,-2.0,6541.2,11546.7
0.24640,-45.6,-2.0,6553.4,11538.7
0.24645,-45.6,-2.0,6553.4,11530.6
0.24650,-45.6,-2.0,6541.2,11522.6
0.24655,-45.6,-2.0,6510.7,11514.6
0.24660,-45.6,-2.0,6510.7,11506.5
0.24665,-45.6,-2.0,6522.9,11498.5
0.24670,-45.6,-2.0,6522.9,11490.5
0.24675,-45.6,-2.0,6510.7,11482.4
0.24680,-45.6,-2.0,6510.7,11474.4
0.24685,-45.6,-2.0,6510.7,11466.4
0.24690,-45.6,-2.0,6484.2,11466.4
0.24695,-45.6,-2.0,6484.2,11466.4
0.24700,-45.6,-2.0,6522.9,11458.3
0.24705,-45.6,-2.0,6484.2,11458.3
0.24710,-45.6,-2.0,6479.3,11458.3
0.24715,-45.6,-2.0,6470.6,11502.7
0.24720,-45.6,-2.0,6470.6,11502.7
0.24725,-45.6,-2.0,6470.6,11502.7
0.24730,-45.6,-2.0,6444.8,11534.4
0.24735,-45.6,-2.0,6470.6,11502.7
0.24740,-45.6,-2.0,6475.5,11499.3
0.24745,-45.6,-2.0,6475.5,11518.5
0.24750,-45.6,-2.0,6475.5,11499.3
0.24755,-45.6,-2.0,6498.2,11497.7
0.24760,-45.6,-2.0,6498.2,11443.4
0.24765,-45.6,-2.0,6480.3,11497.7
0.24770,-45.6,-2.0,6480.3,11499.3
0.24775,-45.6,-2.0,6480.3,11477.9
0.24780,-45.6,-2.0,6480.3,11493.2
0.24785,-45.6,-2.0,6454.1,11493.2
0.24790,-45.6,-2.0,6454.1,11493.2
0.24795,-45.6,-2.0,6469.8,11510.3
0.24800,-45.6,-2.0,6469.8,11510.4
0.24805,-45.6,-2.0,6454.1,11510.4
0.24810,-45.6,-2.0,6454.1,11510.3
0.24815,-45.6,-2.0,6469.8,11503.2
0.24820,-45.6,-2.0,6469.8,11503.2
0.24825,-45.6,-2.0,6433.2,11503.2
0.24830,-45.6,-2.0,6469.8,11495.7
0.24835,-45.6,-2.0,6433.2,11488.2
0.24840,-45.6,-2.0,6432.2,11480.7
0.24845,-45.5,-2.0,6418.5,11473.2
0.24850,-45.4,-2.0,6418.5,11465.7
0.24855,-45.3,-2.0,6418.5,11458.2
0.24860,-45.2,-2.0,6418.5,11450.7
0.24865,-45.1,-2.0,6418.5,11443.2
0.24870,-45.0,-2.0,6451.9,11435.8
0.24875,-44.8,-2.0,6451.9,11428.3
0.24880,-44.7,-2.0,6451.9,11420.8
0.24885,-44.6,-2.0,6451.9,11413.3
0.24890,-44.5,-2.0,6451.9,11405.8
0.24895,-44.4,-2.0,6438.2,11398.3
0.24900,-44.3,-2.0,6438.2,11390.8
0.24905,-44.2,-2.0,6434.2,11383.3
0.24910,-44.1,-2.0,6434.2,11375.8
0.24915,-44.0,3.7,6418.5,11375.8
0.24920,-43.9,3.7,6399.5,11375.8
0.24925,-43.8,3.7,6418.5,11375.8
0.24930,-43.7,3.7,6418.5,11375.8
0.24935,-43.6,3.7,6399.5,11376.5
0.24940,-43.5,-2.0,6399.5,11376.5
0.24945,-43.4,-2.0,6399.5,11386.1
0.24950,-43.3,-2.0,6387.2,11386.1
0.24955,-43.2,-2.0,6387.2,11386.1
0.24960,-43.1,-2.0,6387.2,11376.5
0.24965,-43.0,-2.0,6387.2,11376.5
0.24970,-42.9,-2.0,6387.2,11376.5
0.24975,-42.8,-2.0,6372.0,11376.5
0.24980,-42.7,-2.0,6372.0,11360.3
0.24985,-42.6,-2.0,6392.4,11393.7
0.24990,-42.5,-2.0,6392.4,11393.7
0.24995,-42.4,-2.0,6392.4,11393.7
0.25000,-42.3,-2.0,6399.9,11393.7
0.25005,-42.2,-2.0,6422.4,11393.7
0.25010,-42.1,-2.0,6399.9,11393.7
0.25015,-42.0,-2.0,6399.9,11393.7
0.25020,-41.9,-2.0,6399.9,11393.7
0.25025,-41.8,-2.0,6388.1,11408.7
0.25030,-41.7,-2.0,6386.2,11408.7
0.25035,-41.6,-2.0,6348.1,11401.2
0.25040,-41.5,-2.0,6386.2,11401.2
0.25045,-41.4,-2.0,6386.2,11401.2
0.25050,-41.3,-2.0,6356.8,11401.2
0.25055,-41.2,-2.0,6356.8,11393.7
0.25060,-41.1,-2.0,6356.8,11386.2
0.25065,-41.0,-2.0,6348.1,11378.7
0.25070,-40.9,-2.0,6348.1,11371.2
0.25075,-40.8,-2.0,6356.8,11363.7
0.25080,-40.7,-2.0,6356.8,11356.2
0.25085,-40.6,-2.0,6326.0,11348.7
0.25090,-40.5,-2.0,6317.0,11341.2
0.25095,-40.4,-2.0,6317.0,11333.7
0.25100,-40.3,-2.0,6326.0,11326.2
0.25105,-40.2,-2.0,6303.4,11318.7
0.25110,-40.1,-2.0,6303.4,11311.2
0.25115,-40.0,-2.0,6345.4,11303.7
0.25120,-39.9,-2.0,6345.4,11296.3
0.25125,-39.8,-2.0,6345.4,11288.8
0.25130,-39.7,-2.0,6347.8,11281.3
0.25135,-39.6,-2.0,6376.8,11273.8
0.25140,-39.5,-2.0,6347.8,11266.3
0.25145,-39.4,-2.0,6347.8,11266.3
0.25150,-39.3,-2.0,6347.8,11266.3
0.25155,-39.2,-2.0,6342.0,11266.3
0.25160,-39.1,-2.0,6334.2,11258.8
0.25165,-39.0,-2.0,6295.0,11258.8
0.25170,-38.9,-2.0,6334.2,11269.7
0.25175,-38.8,-2.0,6334.2,11270.0
0.25180,-38.7,-2.0,6310.7,11287.2
0.25185,-38.6,-2.0,6310.7,11287.2
0.25190,-38.5,-2.0,6310.7,11300.0
0.25195,-38.3,-2.0,6295.0,11300.0
0.25200,-38.2,-2.0,6295.0,11300.0
0.25205,-38.1,-2.0,6310.7,11303.3
0.25210,-38.0,-2.0,6310.7,11303.3
0.25215,-37.9,-2.0,6280.4,11285.4
0.25220,-37.8,-2.0,6265.0,11259.5
0.25225,-37.7,-2.0,6265.0,11259.5
0.25230,-37.7,-2.0,6280.4,11285.4
0.25235,-37.7,-2.0,6254.6,11259.5
0.25240,-37.7,-2.0,6254.6,11259.5
0.25245,-37.7,-2.0,6298.3,11303.2
0.25250,-37.7,-2.0,6298.3,11303.2
0.25255,-37.7,-2.0,6298.3,11322.6
0.25260,-37.7,-2.0,6298.3,11328.0
0.25265,-37.7,-2.0,6331.3,11335.5
0.25270,-37.7,-2.0,6298.3,11335.5
0.25275,-37.7,-2.0,6295.8,11340.4
0.25280,-37.7,-2.0,6296.0,11340.4
0.25285,-37.7,-2.0,6295.8,11335.5
0.25290,-37.7,-2.0,6282.2,11333.0
0.25295,-37.7,-2.0,6242.0,11333.0
0.25300,-37.7,-2.0,6282.2,11333.0
0.25305,-37.7,-2.0,6282.2,11325.5
0.25310,-37.7,-2.0,6264.6,11318.0
0.25315,-37.7,-2.0,6264.6,11310.5
0.25320,-37.7,-2.0,6264.6,11303.0
0.25325,-37.7,-2.0,6242.0,11295.5
0.25330,-37.7,-2.0,6242.0,11288.0
0.25335,-37.7,-2.0,6264.6,11280.5
0.25340,-37.7,-2.0,6264.6,11273.0
0.25345,-37.7,-2.0,6234.8,11265.5
0.25350,-37.7,-2.0,6213.0,11258.0
0.25355,-37.7,-2.0,6213.0,11250.5
0.25360,-37.7,-2.0,6234.8,11243.0
0.25365,-37.7,-2.0,6208.5,11235.5
0.25370,-37.7,-2.0,6208.5,11228.0
0.25375,-37.7,-2.0,6251.2,11220.5
0.25380,-37.7,-2.0,6251.2,11213.0
0.25385,-37.7,-2.0,6251.2,11205.5
0.25390,-37.7,-2.0,6251.2,11198.0
0.25395,-37.7,-2.0,6279.9,11190.5
0.25400,-37.7,-2.0,6251.2,11190.5
0.25405,-37.7,-2.0,6243.8,11190.5
0.25410,-37.7,-2.0,6249.9,11183.0
0.25415,-37.7,-2.0,6243.8,11183.0
0.25420,-37.7,-2.0,6230.1,11183.0
0.25425,-37.7,-2.0,6189.0,11198.0
0.25430,-37.7,-2.0,6230.1,11198.0
0.25435,-37.7,-2.0,6230.1,11239.2
0.25440,-37.7,-2.0,6218.6,11239.2
0.25445,-37.7,-2.0,6218.6,11212.1
0.25450,-37.7,-2.0,6218.6,11239.2
0.25455,-37.7,-2.0,6189.3,11239.2
0.25460,-37.7,-2.0,6189.3,11212.1
0.25465,-37.7,-2.0,6218.6,11212.1
0.25470,-37.7,-2.0,6218.6,11194.2
0.25475,-37.7,-2.0,6189.3,11194.2
0.25480,-37.7,-2.0,6162.4,11167.4
0.25485,-37.7,-2.0,6162.4,11167.4
0.25490,-37.7,-2.0,6189.3,11194.2
0.25495,-37.7,-2.0,6162.4,11194.2
0.25500,-37.7,-2.0,6162.4,11231.8
0.25505,-37.7,-2.0,6204.1,11243.3
0.25510,-37.7,-2.0,6204.1,11235.8
0.25515,-37.7,-2.0,6204.1,11235.8
0.25520,-37.7,-2.0,6204.1,11235.8
0.25525,-37.7,-2.0,6226.9,11235.8
0.25530,-37.7,-2.0,6204.1,11235.8
0.25535,-37.7,-2.0,6191.8,11228.3
0.25540,-37.7,-2.0,6203.8,11220.8
0.25545,-37.7,-2.0,6191.8,11213.3
0.25550,-37.7,-2.0,6178.1,11205.8
0.25555,-37.7,-2.0,6135.9,11198.3
0.25560,-37.7,-2.0,6178.1,11190.8
0.25565,-37.7,-2.0,6178.1,11183.3
0.25570,-37.7,-2.0,6172.5,11175.8
0.25575,-37.7,-2.0,6172.5,11168.4
0.25580,-37.7,-2.0,6172.5,11160.9
0.25585,-37.7,-2.0,6143.7,11153.4
0.25590,-37.7,-2.0,6143.7,11145.9
0.25595,-37.7,-2.0,6172.5,11138.4
0.25600,-37.7,-2.0,6172.5,11130.9
0.25605,-37.7,-2.0,6143.7,11123.4
0.25610,-37.7,-2.0,6116.4,11115.9
0.25615,-37.7,-2.0,6116.4,11108.4
0.25620,-37.7,-2.0,6143.7,11100.9
0.25625,-37.7,-2.0,6116.4,11093.4
0.25630,-37.7,-2.0,6116.4,11093.4
0.25635,-37.7,-2.0,6157.0,11093.4
0.25640,-37.7,-2.0,6157.0,11093.4
0.25645,-37.7,-2.0,6157.0,11085.9
0.25650,-37.7,-2.0,6157.0,11085.9
0.25655,-37.7,-2.0,6173.8,11119.9
0.25660,-37.7,-2.0,6157.0,11119.9
0.25665,-37.7,-2.0,6139.7,11119.9
0.25670,-37.7,-2.0,6157.8,11119.9
0.25675,-37.7,-2.0,6139.7,11119.9
0.25680,-37.7,-2.0,6126.1,11119.9
0.25685,-37.7,-2.0,6082.9,11119.9
0.25690,-37.7,-2.0,6126.1,11119.9
0.25695,-37.7,-2.0,6126.1,11147.0
0.25700,-37.7,-2.0,6126.1,11121.0
0.25705,-37.7,-2.0,6126.1,11121.0
0.25710,-37.7,-2.0,6126.4,11121.0
0.25715,-37.7,-2.0,6098.1,11121.0
0.25720,-37.7,-2.0,6098.1,11121.0
0.25725,-37.7,-2.0,6126.4,11121.0
0.25730,-37.7,-2.0,6126.4,11121.0
0.25735,-37.7,-2.0,6098.1,11133.8
0.25740,-37.7,-2.0,6070.3,11126.3
0.25745,-37.7,-2.0,6070.3,11126.3
0.25750,-37.7,-2.0,6098.1,11126.3
0.25755,-37.7,-2.0,6070.3,11126.3
0.25760,-37.7,-2.0,6070.3,11126.3
0.25765,-37.7,-2.0,6109.9,11118.8
0.25770,-37.7,-2.0,6109.9,11111.3
0.25775,-37.7,-2.0,6109.9,11103.8
0.25780,-37.7,-2.0,6109.9,11096.3
0.25785,-37.7,-2.0,6120.8,11088.8
0.25790,-37.7,-2.0,6109.9,11081.3
0.25795,-37.7,-2.0,6087.7,11073.8
0.25800,-37.7,-2.0,6111.7,11066.3
0.25805,-37.7,-2.0,6087.7,11058.8
0.25810,-37.7,-2.0,6074.1,11051.3
0.25815,-37.7,-2.0,6029.8,11043.8
0.25820,-37.7,-2.0,6074.1,11036.3
0.25825,-37.7,-2.0,6029.8,11028.9
0.25830,-37.7,-2.0,6029.8,11021.4
0.25835,-37.7,-2.0,6045.5,11013.9
0.25840,-37.7,-2.0,6045.5,11006.4
0.25845,-37.7,-2.0,6045.5,10998.9
0.25850,-37.7,-2.0,6045.5,10991.4
0.25855,-37.7,-2.0,6064.7,10991.4
0.25860,-37.7,-2.0,6064.7,10991.4
0.25865,-37.7,-2.0,6045.5,10991.4
0.25870,-37.7,-2.0,6045.5,10989.9
0.25875,-37.7,-2.0,6064.7,10989.9
